form,tag,count
버려지,VV,9
그라,VV,9
퍼붓,VV,9
갖추,VV,9
삐지,VV,9
겨누,VV,9
주어지,VV,9
마음먹,VV,9
낮추,VV,9
다녀가,VV,9
줄이,VV,9
올라오,VV,9
간지럽히,VV,9
뛰어들,VV,9
돌려받,VV,9
뿜,VV,9
긋,VV,9
뛰어넘,VV,9
꼬시,VV,9
넘보,VV,9
집,VV,9
보여주,VV,9
이끌리,VV,9
파묻히,VV,9
들어보,VV,9
박,VV,9
빨,VV,9
배기,VV,9
내주,VV,9
나지막,XR,9
절실,XR,9
갑갑,XR,9
구차,XR,9
씩씩,XR,9
강렬,XR,9
생,XSN,9
ᆸ니까,EC,8
랴,EC,8
련만,EC,8
ᆯ런지,EC,8
다거나,EC,8
더군,EF,8
리오,EF,8
리라,EF,8
을게,EF,8
에,IC,8
여보게,IC,8
하하하,IC,8
아니아니,IC,8
파이팅,IC,8
루,JKB,8
로부터,JKB,8
나마,JX,8
우뚝,MAG,8
요리조리,MAG,8
우물쭈물,MAG,8
오랫동안,MAG,8
비틀,MAG,8
포근히,MAG,8
냉정히,MAG,8
어쩌다가,MAG,8
채,MAG,8
은근히,MAG,8
꼬옥,MAG,8
워째,MAG,8
얼만큼,MAG,8
그리도,MAG,8
저절로,MAG,8
마구,MAG,8
하나같이,MAG,8
거의,MAG,8
뻔히,MAG,8
내내,MAG,8
하나하나,MAG,8
딩동,MAG,8
번쩍번쩍,MAG,8
한껏,MAG,8
찌릿찌릿,MAG,8
쏙쏙,MAG,8
우에,MAG,8
오르락내리락,MAG,8
오히려,MAJ,8
이런저런,MM,8
만,MM,8
세,NNB,8
권,NNB,8
보,NNB,8
지붕,NNG,8
코트,NNG,8
밀,NNG,8
호랑나비,NNG,8
진정,NNG,8
일편단심,NNG,8
마누라,NNG,8
건,NNG,8
금지,NNG,8
공부,NNG,8
고갯길,NNG,8
모레,NNG,8
글씨,NNG,8
복,NNG,8
타입,NNG,8
심정,NNG,8
능금,NNG,8
인생길,NNG,8
뿌리,NNG,8
씨앗,NNG,8
손수건,NNG,8
아낙,NNG,8
쌍,NNG,8
소문,NNG,8
실리,NNG,8
흠마흠마흠마,NNG,8
낙서,NNG,8
팔자,NNG,8
새싹,NNG,8
은빛,NNG,8
크리스마스,NNG,8
솜,NNG,8
집시,NNG,8
정원,NNG,8
꽃밭,NNG,8
땀방울,NNG,8
공주,NNG,8
라라라라라라,NNG,8
아름,NNG,8
포,NNG,8
밤잠,NNG,8
위안,NNG,8
뭉게구름,NNG,8
화풀이,NNG,8
고난,NNG,8
할머니,NNG,8
풍문,NNG,8
사계절,NNG,8
들꽃,NNG,8
바윗돌,NNG,8
솔개,NNG,8
피눈물,NNG,8
청,NNG,8
표,NNG,8
아파트,NNG,8
고니,NNG,8
허위,NNG,8
마차,NNG,8
겨울비,NNG,8
땅거미,NNG,8
선율,NNG,8
전화벨,NNG,8
바가지,NNG,8
폰,NNG,8
일기장,NNG,8
계단,NNG,8
안개꽃,NNG,8
울,NNG,8
신문,NNG,8
솜사탕,NNG,8
샴푸,NNG,8
미싱,NNG,8
피아노,NNG,8
작별,NNG,8
뚜루루루루,NNG,8
휴일,NNG,8
워워우,NNG,8
오래전,NNG,8
사진첩,NNG,8
홈,NNG,8
주체,NNG,8
베일,NNG,8
침착,NNG,8
몰락,NNG,8
오렌지,NNG,8
빠,NNG,8
혼돈,NNG,8
대통령,NNG,8
경계,NNG,8
도움,NNG,8
랄라랄라,NNG,8
에로,NNG,8
지배,NNG,8
자기,NNG,8
꼬라지,NNG,8
커플링,NNG,8
심술,NNG,8
판단,NNG,8
창피,NNG,8
빚,NNG,8
한시,NNG,8
맥주,NNG,8
페이지,NNG,8
병원,NNG,8
바깥,NNG,8
하늘색,NNG,8
뒷걸음,NNG,8
열병,NNG,8
값,NNG,8
식탁,NNG,8
문신,NNG,8
부자,NNG,8
뉴스,NNG,8
여야,NNG,8
마이야,NNG,8
신기루,NNG,8
치료,NNG,8
함정,NNG,8
쿠,NNG,8
등장,NNG,8
상태,NNG,8
직감,NNG,8
마초,NNG,8
정복,NNG,8
추락,NNG,8
자격지심,NNG,8
조절,NNG,8
여친,NNG,8
이맘때,NNG,8
벨,NNG,8
뭐예요,NNG,8
치열,NNG,8
명수,NNG,8
튀김,NNG,8
꼭대기,NNG,8
에이,NNG,8
다운타운,NNG,8
남,NNP,8
갈매기,NNP,8
뚜뚜루뚜,NNP,8
나성,NNP,8
모모,NNP,8
무지개,NNP,8
그대여,NNP,8
노,NNP,8
아그네스,NNP,8
제주도,NNP,8
젝키,NNP,8
잔,NNP,8
압구정,NNP,8
치키치키,NNP,8
몽,NNP,8
피노키오,NNP,8
캔디,NNP,8
빼리빠빠,NNP,8
질투,NNP,8
까탈레나,NNP,8
뿜빠이뿜빠이뿜빠이뿜빠이빠이빠이,NNP,8
에헤라디야,NNP,8
덤디덤덤,NNP,8
손오공,NNP,8
거,NP,8
칠,NR,8
팔,NR,8
백만,NR,8
of,SL,8
start,SL,8
joy,SL,8
kind,SL,8
trying,SL,8
of,SL,8
heard,SL,8
winter,SL,8
full,SL,8
ocean,SL,8
big,SL,8
hot,SL,8
these,SL,8
dreams,SL,8
open,SL,8
funky,SL,8
hop,SL,8
presence,SL,8
solo,SL,8
comin,SL,8
straight,SL,8
town,SL,8
do,SL,8
l,SL,8
nihon,SL,8
sweet,SL,8
deep,SL,8
down,SL,8
annie,SL,8
friday,SL,8
fell,SL,8
pumpin,SL,8
groove,SL,8
walking,SL,8
guess,SL,8
favorite,SL,8
singing,SL,8
season,SL,8
starry,SL,8
someday,SL,8
nuthin,SL,8
doing,SL,8
dude,SL,8
another,SL,8
already,SL,8
bling,SL,8
real,SL,8
street,SL,8
being,SL,8
will,SL,8
queen,SL,8
raining,SL,8
save,SL,8
ladies,SL,8
sight,SL,8
find,SL,8
ur,SL,8
started,SL,8
lifetime,SL,8
smiley,SL,8
dirty,SL,8
five,SL,8
six,SL,8
fantasy,SL,8
art,SL,8
welcome,SL,8
world,SL,8
hands,SL,8
noise,SL,8
rainism,SL,8
after,SL,8
danger,SL,8
heartbeat,SL,8
chain,SL,8
game,SL,8
super,SL,8
pick,SL,8
attention,SL,8
hurri,SL,8
eheheheheh,SL,8
blues,SL,8
wait,SL,8
fade,SL,8
away,SL,8
oye,SL,8
lovesick,SL,8
overdose,SL,8
cheers,SL,8
bae,SL,8
dominic,SL,8
drum,SL,8
lalalalalala,SL,8
born,SL,8
ring,SL,8
rebye,SL,8
short,SL,8
bonnie,SL,8
clyde,SL,8
asian,SL,8
care,SL,8
whatta,SL,8
whatta,SL,8
damm,SL,8
ba,SL,8
meteor,SL,8
filter,SL,8
bulletproof,SL,8
nanananana,SL,8
ggang,SL,8
ladidado,SL,8
babadida,SL,8
tomboy,SL,8
mmmm,SL,8
taste,SL,8
whip,SL,8
asking,SL,8
tee,SL,8
8,SN,8
18,SN,8
12345,SN,8
덧없,VA,8
마르,VA,8
사납,VA,8
뽀얗,VA,8
따듯하,VA,8
적,VA,8
낯익,VA,8
어질,VA,8
지루하,VA,8
평범하,VA,8
쓸데없,VA,8
간절하,VA,8
오래되,VA,8
막막하,VA,8
얕,VA,8
간단하,VA,8
여전하,VA,8
색다르,VA,8
남다르,VA,8
우러르,VV,8
나르,VV,8
몰,VV,8
나리,VV,8
꽃피,VV,8
자빠지,VV,8
못살,VV,8
부치,VV,8
쓰다듬,VV,8
얽히,VV,8
배,VV,8
뜯,VV,8
굽,VV,8
되살,VV,8
웃어넘기,VV,8
덮이,VV,8
나아가,VV,8
넘어서,VV,8
상하,VV,8
디디,VV,8
바라다보,VV,8
짚,VV,8
까먹,VV,8
맞닿,VV,8
굴하,VV,8
짊어지,VV,8
때,VV,8
빗나가,VV,8
없애,VV,8
뒤섞이,VV,8
속하,VV,8
다그치,VV,8
저러,VV,8
거치,VV,8
배이,VV,8
늘어나,VV,8
치이,VV,8
꿀리,VV,8
빠져들,VV,8
녹아들,VV,8
쪼개,VV,8
좁히,VV,8
끌어당기,VV,8
쐬,VV,8
뒤따라오,VV,8
저,XPN,8
산뜻,XR,8
따사,XR,8
근사,XR,8
심각,XR,8
대단,XR,8
깔끔,XR,8
막막,XR,8
신기,XR,8
위태,XR,8
고단,XR,8
당당,XR,8
딴딴,XR,8
멍청,XR,8
광,XSN,8
화,XSN,8
기,XSN,8
ᆸ,Z_CODA,8
습니다,EC,7
라지,EC,7
지마는,EC,7
려니,EC,7
애,EC,7
라면서,EC,7
ᆯ러,EC,7
던데,EC,7
누나,EF,7
노라,EF,7
려오,EF,7
소서,EF,7
은가요,EF,7
잖소,EF,7
냐고,EF,7
잖니,EF,7
더라고,EF,7
엇,EP,7
어허,IC,7
음음,IC,7
으흠,IC,7
원,IC,7
미안,IC,7
후우,IC,7
어어어어,IC,7
든,JC,7
보고,JKB,7
이시여,JKV,7
마는,JX,7
싱글벙글,MAG,7
암만,MAG,7
동동,MAG,7
때때로,MAG,7
만날,MAG,7
슬,MAG,7
허허허,MAG,7
무작정,MAG,7
살금살금,MAG,7
요새,MAG,7
외려,MAG,7
편안히,MAG,7
괜스레,MAG,7
안녕히,MAG,7
각자,MAG,7
자연스레,MAG,7
반짝반짝,MAG,7
막상,MAG,7
살랑살랑,MAG,7
못내,MAG,7
이래,MAG,7
대충,MAG,7
지긋지긋,MAG,7
왈칵,MAG,7
걍,MAG,7
다만,MAJ,7
각,MM,7
제,MM,7
열두,MM,7
타,MM,7
씨,NNB,7
참,NNB,7
마련,NNB,7
벌,NNB,7
셈,NNB,7
마,NNB,7
뼘,NNB,7
번지,NNG,7
오솔길,NNG,7
동백꽃,NNG,7
적막,NNG,7
달밤,NNG,7
아롱,NNG,7
얌전,NNG,7
빈손,NNG,7
서리,NNG,7
껍질,NNG,7
졸업,NNG,7
외출,NNG,7
씨,NNG,7
일병,NNG,7
유리잔,NNG,7
눈짓,NNG,7
미인,NNG,7
죽,NNG,7
단벌,NNG,7
천하,NNG,7
잔디,NNG,7
당,NNG,7
소나무,NNG,7
무덤,NNG,7
역사,NNG,7
사내,NNG,7
웃음소리,NNG,7
딸기,NNG,7
마로니에,NNG,7
을,NNG,7
은행,NNG,7
타령,NNG,7
더위,NNG,7
옛이야기,NNG,7
풀밭,NNG,7
호숫가,NNG,7
꽃비,NNG,7
먼동,NNG,7
나즈막히,NNG,7
온,NNG,7
영상,NNG,7
라라라라라라라라라,NNG,7
햇님,NNG,7
산마루,NNG,7
산새,NNG,7
앞날,NNG,7
얄라리,NNG,7
대기,NNG,7
옷차림,NNG,7
열매,NNG,7
흉내,NNG,7
연가,NNG,7
성숙,NNG,7
참새,NNG,7
악수,NNG,7
목련,NNG,7
흑,NNG,7
높이,NNG,7
바위섬,NNG,7
간이역,NNG,7
지상,NNG,7
정말,NNG,7
기지개,NNG,7
초,NNG,7
갑,NNG,7
다발,NNG,7
경쟁,NNG,7
저울,NNG,7
평온,NNG,7
들국화,NNG,7
껌,NNG,7
라라라라라라라라,NNG,7
공장,NNG,7
작업,NNG,7
초콜렛,NNG,7
손해,NNG,7
반말,NNG,7
짐작,NNG,7
한구석,NNG,7
단장,NNG,7
충실,NNG,7
뚜루,NNG,7
재채기,NNG,7
미니스커트,NNG,7
마중,NNG,7
낱말,NNG,7
와인,NNG,7
외투,NNG,7
새끼손가락,NNG,7
워우,NNG,7
환영,NNG,7
겸손,NNG,7
양심,NNG,7
체념,NNG,7
칼날,NNG,7
용돈,NNG,7
상자,NNG,7
진담,NNG,7
제대,NNG,7
초대,NNG,7
흥분,NNG,7
중간,NNG,7
학창,NNG,7
선배,NNG,7
숫자,NNG,7
노래방,NNG,7
비트,NNG,7
증오,NNG,7
순애보,NNG,7
종교,NNG,7
욕조,NNG,7
이벤트,NNG,7
만세,NNG,7
크기,NNG,7
홀,NNG,7
새해,NNG,7
군대,NNG,7
흥미,NNG,7
동시,NNG,7
무기,NNG,7
야야야야,NNG,7
네모,NNG,7
스피커,NNG,7
각오,NNG,7
스뜹뜨르르듭듭듭,NNG,7
식당,NNG,7
서방,NNG,7
광대,NNG,7
방심,NNG,7
패,NNG,7
친절,NNG,7
기념일,NNG,7
직업,NNG,7
앙금,NNG,7
구걸,NNG,7
엔진,NNG,7
사거리,NNG,7
옥상,NNG,7
홈런,NNG,7
일주일,NNG,7
포장마차,NNG,7
아싸,NNG,7
지도,NNG,7
쭈쭈쭈,NNG,7
괴물,NNG,7
연속,NNG,7
소름,NNG,7
몸무게,NNG,7
발악,NNG,7
술병,NNG,7
걸음걸이,NNG,7
찰나,NNG,7
타락,NNG,7
양아치,NNG,7
예술,NNG,7
하루살이,NNG,7
바람둥이,NNG,7
공짜,NNG,7
팀,NNG,7
낭비,NNG,7
세레나데,NNG,7
환호,NNG,7
정글,NNG,7
템포,NNG,7
정적,NNG,7
마무리,NNG,7
순위,NNG,7
어어우워워워,NNG,7
안갯속,NNG,7
시곗,NNG,7
공평,NNG,7
짝짜꿍,NNG,7
열애,NNG,7
약점,NNG,7
내년,NNG,7
단조,NNG,7
아리랑,NNP,7
경상도,NNP,7
미,NNP,7
라라라랄라,NNP,7
사랑합니다,NNP,7
아시아,NNP,7
랄랄랄,NNP,7
영,NNP,7
투유,NNP,7
한강,NNP,7
하루,NNP,7
네게,NNP,7
꿍따리,NNP,7
샤바라,NNP,7
되리,NNP,7
빠밤빠빠,NNP,7
진해,NNP,7
가자,NNP,7
너야,NNP,7
텐션,NNP,7
슈가,NNP,7
맨정신,NNP,7
마,NNP,7
인스타그램,NNP,7
여러분,NP,7
서른,NR,7
투,NR,7
blind,SL,7
any,SL,7
hold,SL,7
see,SL,7
lie,SL,7
taste,SL,7
black,SL,7
share,SL,7
emotion,SL,7
rules,SL,7
sea,SL,7
feet,SL,7
double,SL,7
pregence,SL,7
meant,SL,7
kids,SL,7
zero,SL,7
finesse,SL,7
did,SL,7
million,SL,7
cold,SL,7
car,SL,7
pass,SL,7
future,SL,7
heat,SL,7
old,SL,7
drunken,SL,7
boys,SL,7
face,SL,7
pay,SL,7
its,SL,7
respect,SL,7
tic,SL,7
sometimes,SL,7
as,SL,7
seoul,SL,7
diamond,SL,7
bingo,SL,7
dancing,SL,7
whatever,SL,7
both,SL,7
timeless,SL,7
freakin,SL,7
alight,SL,7
action,SL,7
mama,SL,7
di,SL,7
feels,SL,7
grow,SL,7
going,SL,7
catch,SL,7
chitty,SL,7
chitty,SL,7
nu,SL,7
mysteric,SL,7
fashion,SL,7
kill,SL,7
fiesta,SL,7
saturday,SL,7
lalalalala,SL,7
brave,SL,7
shinee,SL,7
volume,SL,7
crescendo,SL,7
lips,SL,7
yum,SL,7
su,SL,7
diss,SL,7
boyfriend,SL,7
hunnit,SL,7
whoo,SL,7
imma,SL,7
shut,SL,7
at,SL,7
ooh,SL,7
ahh,SL,7
easy,SL,7
hotter,SL,7
creeping,SL,7
shooting,SL,7
marry,SL,7
wah,SL,7
finna,SL,7
boomerang,SL,7
loud,SL,7
pull,SL,7
melody,SL,7
tummy,SL,7
dang,SL,7
illusion,SL,7
glowing,SL,7
21,SN,7
궂,VA,7
미덥,VA,7
모지,VA,7
멍청하,VA,7
심각하,VA,7
복잡하,VA,7
바르,VA,7
얇,VA,7
깜박이,VV,7
놀러오,VV,7
뉘우치,VV,7
시집가,VV,7
정들,VV,7
답하,VV,7
울렁거리,VV,7
몸부림치,VV,7
녹슬,VV,7
알아내,VV,7
뚫리,VV,7
움트,VV,7
불리,VV,7
주리,VV,7
마주보,VV,7
돋아나,VV,7
짖,VV,7
괴로워하,VV,7
움추리,VV,7
빛내,VV,7
담그,VV,7
거스르,VV,7
되살아나,VV,7
싸,VV,7
출렁이,VV,7
돌아다니,VV,7
접어놓,VV,7
저리,VV,7
조각나,VV,7
걷잡,VV,7
뛰어다니,VV,7
휩쓸리,VV,7
찌들,VV,7
발하,VV,7
늘어놓,VV,7
흥얼거리,VV,7
다하,VV,7
엉키,VV,7
맞히,VV,7
괜찮,VV,7
드러나,VV,7
되감,VV,7
다물,VV,7
쏘,VV,7
누리,VV,7
데이,VV,7
더럽히,VV,7
내보,VV,7
밟히,VV,7
불타오르,VV,7
덧나,VV,7
날뛰,VV,7
덮치,VV,7
쏠리,VV,7
여,XPN,7
부,XPN,7
화사,XR,7
날씬,XR,7
막연,XR,7
은은,XR,7
서늘,XR,7
수척,XR,7
생생,XR,7
까칠,XR,7
웬만,XR,7
흥얼,XR,7
별,XSN,7
ᆨ,Z_CODA,7
ᆯ테니까,EC,6
ᆫ다는데,EC,6
을지라도,EC,6
까,EC,6
ᆯ는지,EC,6
려므나,EF,6
다오,EF,6
답니다,EF,6
세,EF,6
라고,EF,6
려무나,EF,6
는지,EF,6
거든요,EF,6
다고,EF,6
ᆫ지,EF,6
을께요,EF,6
오리다,EF,6
으란,ETM,6
려던,ETM,6
는단,ETM,6
이랴,IC,6
글쎄,IC,6
으,IC,6
게,IC,6
하고,JC,6
훤히,MAG,6
사뿐사뿐,MAG,6
얼핏,MAG,6
쉽사리,MAG,6
정,MAG,6
헤헤,MAG,6
새삼,MAG,6
제각기,MAG,6
아스라이,MAG,6
한동안,MAG,6
홀연히,MAG,6
훌훌,MAG,6
한낱,MAG,6
웬지,MAG,6
당당히,MAG,6
때로는,MAG,6
무지,MAG,6
툭툭,MAG,6
퍽,MAG,6
한발,MAG,6
툭하면,MAG,6
끼리끼리,MAG,6
조심조심,MAG,6
빠짐없이,MAG,6
기어코,MAG,6
얼른,MAG,6
단단히,MAG,6
당연히,MAG,6
안절부절,MAG,6
자세히,MAG,6
주르륵,MAG,6
차차,MAG,6
훅,MAG,6
아등바등,MAG,6
외딴,MM,6
웬,MM,6
개월,NNB,6
순,NNB,6
모금,NNB,6
박,NNB,6
켠,NNB,6
평,NNB,6
고동,NNG,6
부두,NNG,6
보리,NNG,6
뒷골목,NNG,6
나물,NNG,6
뱃길,NNG,6
남쪽,NNG,6
젖,NNG,6
중,NNG,6
영,NNG,6
돛대,NNG,6
산골,NNG,6
마음씨,NNG,6
종점,NNG,6
연락선,NNG,6
옵서예,NNG,6
김,NNG,6
구역,NNG,6
오월,NNG,6
댁,NNG,6
임금,NNG,6
무정,NNG,6
팔도,NNG,6
고목,NNG,6
대머리,NNG,6
영화관,NNG,6
강변,NNG,6
크로바,NNG,6
복수,NNG,6
루루,NNG,6
석류,NNG,6
범띠,NNG,6
람디람디담,NNG,6
장마,NNG,6
다방,NNG,6
가랑비,NNG,6
고,NNG,6
랄랄라,NNG,6
동지,NNG,6
단골손님,NNG,6
아지랑이,NNG,6
조국,NNG,6
함박눈,NNG,6
남편,NNG,6
마져,NNG,6
샛별,NNG,6
성당,NNG,6
한마음,NNG,6
조가비,NNG,6
물소리,NNG,6
결,NNG,6
썰물,NNG,6
뚜뚜루뚜,NNG,6
뚜루뚜,NNG,6
노랫소리,NNG,6
주단,NNG,6
새소리,NNG,6
정의,NNG,6
가닥,NNG,6
적시,NNG,6
이마,NNG,6
대지,NNG,6
상념,NNG,6
탈춤,NNG,6
가을비,NNG,6
바야야,NNG,6
채찍,NNG,6
뇌,NNG,6
강아지,NNG,6
안개비,NNG,6
빨래,NNG,6
황금빛,NNG,6
팔베개,NNG,6
지하철,NNG,6
기침,NNG,6
열차,NNG,6
눈매,NNG,6
밤중,NNG,6
수수께끼,NNG,6
점심,NNG,6
들녘,NNG,6
휘이히,NNG,6
고기,NNG,6
야망,NNG,6
만화,NNG,6
부루스,NNG,6
한쪽,NNG,6
어두움,NNG,6
노크,NNG,6
우체국,NNG,6
언제쯤,NNG,6
되풀이,NNG,6
놀이터,NNG,6
아스팔트,NNG,6
러브,NNG,6
요정,NNG,6
정주,NNG,6
붓,NNG,6
장사,NNG,6
문턱,NNG,6
하이힐,NNG,6
테이블,NNG,6
빈틈,NNG,6
귀걸이,NNG,6
스푼,NNG,6
정류장,NNG,6
보장,NNG,6
양보,NNG,6
가장,NNG,6
골치,NNG,6
무늬,NNG,6
팬티,NNG,6
출구,NNG,6
히야오아,NNG,6
랄랄라라라라라라,NNG,6
마루,NNG,6
마련,NNG,6
가위,NNG,6
만일,NNG,6
배우,NNG,6
안심,NNG,6
법칙,NNG,6
사춘기,NNG,6
대포,NNG,6
번개,NNG,6
분,NNG,6
치키치키,NNG,6
뼛속,NNG,6
비극,NNG,6
실연,NNG,6
이상형,NNG,6
왓두와리,NNG,6
메세지,NNG,6
배짱,NNG,6
탈출,NNG,6
달력,NNG,6
품속,NNG,6
발등,NNG,6
밑바닥,NNG,6
차원,NNG,6
이기심,NNG,6
라면,NNG,6
한눈,NNG,6
워워워워워워워,NNG,6
드레스,NNG,6
차례,NNG,6
색색,NNG,6
사슬,NNG,6
언어,NNG,6
깨달음,NNG,6
사정,NNG,6
펀치,NNG,6
커플,NNG,6
뒤통수,NNG,6
따,NNG,6
신호등,NNG,6
이율,NNG,6
되,NNG,6
안간힘,NNG,6
무법자,NNG,6
박동,NNG,6
나중,NNG,6
애송이,NNG,6
잔머리,NNG,6
대책,NNG,6
정상,NNG,6
체크,NNG,6
결과,NNG,6
반전,NNG,6
바뻐,NNG,6
빙고,NNG,6
온대,NNG,6
운동,NNG,6
씬,NNG,6
취급,NNG,6
동서남북,NNG,6
초콜릿,NNG,6
팝콘,NNG,6
랄랄랄랄랄랄랄랄라,NNG,6
미니,NNG,6
홈피,NNG,6
포장,NNG,6
로맨틱,NNG,6
여신,NNG,6
재석,NNG,6
이빨,NNG,6
랄랄랄랄랄라,NNG,6
마침표,NNG,6
노랫말,NNG,6
뼈,NNG,6
예삐오,NNG,6
더더더,NNG,6
북,NNG,6
날라리,NNG,6
와와,NNG,6
라라라라라라라라라라라라라라,NNG,6
태,NNG,6
주목,NNG,6
샤샤샤,NNG,6
바텐더,NNG,6
스트레스,NNG,6
술자리,NNG,6
억지,NNG,6
독해,NNG,6
물음표,NNG,6
모드,NNG,6
예에이예,NNG,6
패기,NNG,6
컵,NNG,6
사용,NNG,6
레드,NNG,6
원숭이,NNG,6
유지,NNG,6
스윗,NNG,6
궁합,NNG,6
꽃가루,NNG,6
너너너너너,NNG,6
마마,NNG,6
움띠야,NNG,6
띠야,NNG,6
덩기덕,NNG,6
쿵더러러,NNG,6
빈털터리,NNG,6
맛이,NNG,6
혼수,NNG,6
음료,NNG,6
디저트,NNG,6
따따랏따라,NNG,6
퀸카,NNG,6
충청도,NNP,6
미스터,NNP,6
남산,NNP,6
님아,NNP,6
동해,NNP,6
옥이,NNP,6
영아,NNP,6
얄리얄리,NNP,6
얄라셩,NNP,6
나래,NNP,6
불어,NNP,6
일본,NNP,6
종이학,NNP,6
나이팅게일,NNP,6
풀잎사랑,NNP,6
담다디다담,NNP,6
홈마,NNP,6
내민,NNP,6
빠빠빠빠,NNP,6
따따,NNP,6
흑기사,NNP,6
뚜르뚜르뜨,NNP,6
마이야,NNP,6
아파,NNP,6
랄라랄라랄라,NNP,6
홍대,NNP,6
슈비두바,NNP,6
샤샤샤,NNP,6
지용,NNP,6
엉아,NNP,6
랄라랄라,NNP,6
빵야,NNP,6
너너너너너,NNP,6
러시안,NNP,6
룰렛,NNP,6
너나,NNP,6
쟤나,NNP,6
김이,NNP,6
펄,NNP,6
저것,NP,6
오백,NR,6
cracker,SL,6
asia,SL,6
el,SL,6
amor,SL,6
al,SL,6
corazon,SL,6
honesty,SL,6
land,SL,6
thousand,SL,6
want,SL,6
telling,SL,6
life,SL,6
really,SL,6
he,SL,6
rest,SL,6
and,SL,6
met,SL,6
truth,SL,6
nothing,SL,6
doesn,SL,6
getting,SL,6
little,SL,6
playing,SL,6
mc,SL,6
p,SL,6
bet,SL,6
used,SL,6
ses,SL,6
tres,SL,6
w,SL,6
ghetto,SL,6
js,SL,6
bros,SL,6
divine,SL,6
caresse,SL,6
make,SL,6
took,SL,6
blue,SL,6
won,SL,6
sit,SL,6
hiphop,SL,6
sic,SL,6
hurt,SL,6
lies,SL,6
hopes,SL,6
kitty,SL,6
ah,SL,6
hide,SL,6
point,SL,6
missing,SL,6
whatever,SL,6
without,SL,6
cannot,SL,6
hook,SL,6
soul,SL,6
princess,SL,6
imagination,SL,6
though,SL,6
superstar,SL,6
key,SL,6
higher,SL,6
question,SL,6
ho,SL,6
bebe,SL,6
spend,SL,6
showing,SL,6
family,SL,6
rap,SL,6
by,SL,6
zone,SL,6
walk,SL,6
home,SL,6
boy,SL,6
gold,SL,6
amole,SL,6
brand,SL,6
daridiridara,SL,6
hysteric,SL,6
chingaling,SL,6
elbows,SL,6
loverhollic,SL,6
robotronic,SL,6
mighty,SL,6
bubi,SL,6
lala,SL,6
dipdi,SL,6
daridu,SL,6
mirror,SL,6
ta,SL,6
riddle,SL,6
everyone,SL,6
drinks,SL,6
alle,SL,6
naughty,SL,6
hoohoo,SL,6
seems,SL,6
trou,SL,6
loss,SL,6
ringer,SL,6
whoa,SL,6
tremble,SL,6
wash,SL,6
delight,SL,6
im,SL,6
aoa,SL,6
jutti,SL,6
meri,SL,6
aight,SL,6
much,SL,6
hoo,SL,6
cake,SL,6
chase,SL,6
zero,SL,6
lalalalala,SL,6
or,SL,6
choo,SL,6
reee,SL,6
galaxy,SL,6
movie,SL,6
energetic,SL,6
aaare,SL,6
woh,SL,6
lata,SL,6
panman,SL,6
ay,SL,6
ohohohohohoh,SL,6
drive,SL,6
icy,SL,6
lights,SL,6
funk,SL,6
rule,SL,6
side,SL,6
queens,SL,6
million,SL,6
nor,SL,6
diamonds,SL,6
growing,SL,6
wisp,SL,6
honestly,SL,6
hype,SL,6
wooah,SL,6
christian,SL,6
darumdarimda,SL,6
crew,SL,6
line,SL,6
mmhmm,SL,6
arm,SL,6
fry,SL,6
365,SN,6
고달프,VA,6
때늦,VA,6
하이얗,VA,6
흐뭇하,VA,6
애띠,VA,6
한결같,VA,6
싸,VA,6
자욱하,VA,6
졸립,VA,6
건방지,VA,6
흐릿하,VA,6
대단하,VA,6
생생하,VA,6
잦,VA,6
삐뚤,VA,6
한심하,VA,6
예민하,VA,6
애꿎,VA,6
쎄,VA,6
질기,VA,6
과감하,VA,6
둔하,VA,6
뜬금없,VA,6
옅,VA,6
아니,VCP,6
휩쓸,VV,6
서리,VV,6
얼싸안,VV,6
손꼽,VV,6
그만두,VV,6
나부끼,VV,6
기르,VV,6
닥치,VV,6
지저귀,VV,6
미끄러지,VV,6
풀어지,VV,6
뛰어오,VV,6
먹이,VV,6
비끼,VV,6
돌아다보,VV,6
성나,VV,6
벗기,VV,6
졸,VV,6
얹,VV,6
앞지르,VV,6
그늘지,VV,6
일깨우,VV,6
쫓기,VV,6
건지,VV,6
길들,VV,6
가려지,VV,6
멀리하,VV,6
씌,VV,6
관두,VV,6
부러워하,VV,6
맞이하,VV,6
찡그리,VV,6
집어치우,VV,6
살아나,VV,6
내세우,VV,6
끝내주,VV,6
추스리,VV,6
살아남,VV,6
한눈팔,VV,6
타이르,VV,6
힘내,VV,6
잠재우,VV,6
재미나,VV,6
더듬,VV,6
뭉치,VV,6
겹치,VV,6
처지,VV,6
두려워하,VV,6
제끼,VV,6
꼬집,VV,6
찔기,VV,6
흔들거리,VV,6
튀어나오,VV,6
오그라들,VV,6
허,VX,6
고,XPN,6
허황,XR,6
고귀,XR,6
위대,XR,6
영롱,XR,6
서먹서먹,XR,6
마땅,XR,6
그러,XR,6
토닥,XR,6
엉뚱,XR,6
따분,XR,6
무뚝뚝,XR,6
아른,XR,6
지긋,XR,6
따끔,XR,6
우아,XR,6
지,XSN,6
던들,EC,5
노라면,EC,5
답니다,EC,5
ᆫ대요,EC,5
는걸,EC,5
면서도,EC,5
으므로,EC,5
너라,EC,5
여야,EC,5
ᆫ다면서,EC,5
어야만,EC,5
랍니다,EC,5
문,EC,5
ᆯ려면,EC,5
다시피,EC,5
