word,type,count,language
simon,Eng,27,en
일랑,Josa,27,kr
밖엔,Josa,27,kr
한,Modifier,27,kr
칠,Modifier,27,kr
또다른,Modifier,27,kr
근,Modifier,27,kr
며,Noun,27,kr
허공,Noun,27,kr
말씀,Noun,27,kr
살수,Noun,27,kr
바위,Noun,27,kr
뒤척,Noun,27,kr
파티,Noun,27,kr
기만,Noun,27,kr
고여,Noun,27,kr
괜,Noun,27,kr
논,Noun,27,kr
박수,Noun,27,kr
색깔,Noun,27,kr
리도,Noun,27,kr
이쯤,Noun,27,kr
경험,Noun,27,kr
듣기,Noun,27,kr
대화,Noun,27,kr
여야,Noun,27,kr
로맨스,Noun,27,kr
연애,Noun,27,kr
언니,Noun,27,kr
천,Noun,27,kr
떡볶이,Noun,27,kr
배다,Verb,27,kr
날아오다,Verb,27,kr
얼어붙다,Verb,27,kr
떠가다,Verb,27,kr
받아들이다,Verb,27,kr
짓,VerbPrefix,27,kr
어느덧다,Adjective,26,kr
맨날,Adverb,26,kr
ill,Eng,26,en
he,Eng,26,en
thing,Eng,26,en
blue,Eng,26,en
power,Eng,26,en
shots,Eng,26,en
fiesta,Eng,26,en
sick,Eng,26,en
replay,Eng,26,en
shut,Eng,26,en
hellow,Eng,26,en
crayon,Eng,26,en
nanana,Eng,26,en
우와,Exclamation,26,kr
많이,Modifier,26,kr
번지,Noun,26,kr
나리,Noun,26,kr
저편,Noun,26,kr
꽃송이,Noun,26,kr
봄바람,Noun,26,kr
정답,Noun,26,kr
맺힌,Noun,26,kr
옛사랑,Noun,26,kr
짜증,Noun,26,kr
비행기,Noun,26,kr
돌이,Noun,26,kr
재미,Noun,26,kr
돌,Noun,26,kr
내야,Noun,26,kr
켜,Noun,26,kr
오기,Noun,26,kr
빌딩,Noun,26,kr
너마저,Noun,26,kr
하든,Noun,26,kr
장,Noun,26,kr
드릴,Noun,26,kr
신고,Noun,26,kr
얄라,Noun,26,kr
타인,Noun,26,kr
바늘,Noun,26,kr
라며,Noun,26,kr
고인,Noun,26,kr
분다,Noun,26,kr
갈수,Noun,26,kr
똑바로,Noun,26,kr
오래오래,Noun,26,kr
안길,Noun,26,kr
비교,Noun,26,kr
다행,Noun,26,kr
독,Noun,26,kr
마벨,Noun,26,kr
주저앉다,Verb,26,kr
두르다,Verb,26,kr
뛰어가다,Verb,26,kr
쏟다,Verb,26,kr
자라나다,Verb,26,kr
빌리다,Verb,26,kr
모질다,Adjective,25,kr
안녕하다,Adjective,25,kr
울적하다,Adjective,25,kr
들뜨다,Adjective,25,kr
친하다,Adjective,25,kr
만만하다,Adjective,25,kr
이리저리,Adverb,25,kr
free,Eng,25,en
place,Eng,25,en
liar,Eng,25,en
chan,Eng,25,en
windy,Eng,25,en
drum,Eng,25,en
vibe,Eng,25,en
amoled,Eng,25,en
work,Eng,25,en
re,Eng,25,en
white,Eng,25,en
drink,Eng,25,en
baaam,Eng,25,en
dda,Eng,25,en
딴,Modifier,25,kr
까닭,Noun,25,kr
안보,Noun,25,kr
기타,Noun,25,kr
냄새,Noun,25,kr
가로수,Noun,25,kr
여름날,Noun,25,kr
영영,Noun,25,kr
소나기,Noun,25,kr
뇌,Noun,25,kr
어보,Noun,25,kr
꿈결,Noun,25,kr
과연,Noun,25,kr
오우,Noun,25,kr
여태,Noun,25,kr
외치,Noun,25,kr
생애,Noun,25,kr
나름,Noun,25,kr
로만,Noun,25,kr
네겐,Noun,25,kr
하필,Noun,25,kr
정리,Noun,25,kr
게임,Noun,25,kr
어쩌,Noun,25,kr
버릇,Noun,25,kr
파고들다,Verb,25,kr
닳다,Verb,25,kr
긋다,Verb,25,kr
심다,Verb,25,kr
부딪치다,Verb,25,kr
어두워지다,Verb,25,kr
쏘다,Verb,25,kr
어긋나다,Verb,25,kr
잘해주다,Verb,25,kr
치우다,Verb,25,kr
태연하다,Adjective,24,kr
부질없다,Adjective,24,kr
재밌다,Adjective,24,kr
공허하다,Adjective,24,kr
짜증나다,Adjective,24,kr
섹시하다,Adjective,24,kr
아무래도,Adverb,24,kr
어쩌나,Adverb,24,kr
아낌없이,Adverb,24,kr
groove,Eng,24,en
bear,Eng,24,en
inside,Eng,24,en
reason,Eng,24,en
hurt,Eng,24,en
wrong,Eng,24,en
lookin,Eng,24,en
bell,Eng,24,en
shawty,Eng,24,en
walkin,Eng,24,en
sistar,Eng,24,en
level,Eng,24,en
mafia,Eng,24,en
에요,Josa,24,kr
인들,Josa,24,kr
수,Modifier,24,kr
실어,Noun,24,kr
휘,Noun,24,kr
얼,Noun,24,kr
굴,Noun,24,kr
고서,Noun,24,kr
의,Noun,24,kr
파도처럼,Noun,24,kr
사나,Noun,24,kr
곳도,Noun,24,kr
모퉁이,Noun,24,kr
끈,Noun,24,kr
작고,Noun,24,kr
빠,Noun,24,kr
그릴,Noun,24,kr
대고,Noun,24,kr
주인,Noun,24,kr
학교,Noun,24,kr
죽음,Noun,24,kr
혹,Noun,24,kr
잠도,Noun,24,kr
한가지,Noun,24,kr
집앞,Noun,24,kr
형,Noun,24,kr
좀더,Noun,24,kr
한계,Noun,24,kr
일단,Noun,24,kr
침대,Noun,24,kr
온기,Noun,24,kr
녹,Noun,24,kr
속도,Noun,24,kr
홀린,Noun,24,kr
어머,Noun,24,kr
취향,Noun,24,kr
삐리빠빠,Noun,24,kr
덤덤,Noun,24,kr
쟁이,Suffix,24,kr
몰다,Verb,24,kr
밤새우다,Verb,24,kr
집다,Verb,24,kr
내려가다,Verb,24,kr
앓다,Verb,24,kr
쓰이다,Verb,24,kr
작아지다,Verb,24,kr
덜다,Verb,24,kr
겁나다,Verb,24,kr
버려지다,Verb,24,kr
쩔다,Verb,24,kr
부다,Adjective,23,kr
야속하다,Adjective,23,kr
깨끗하다,Adjective,23,kr
부담스럽다,Adjective,23,kr
saw,Eng,23,en
head,Eng,23,en
theres,Eng,23,en
someone,Eng,23,en
slow,Eng,23,en
pump,Eng,23,en
bass,Eng,23,en
mama,Eng,23,en
hoo,Eng,23,en
lovin,Eng,23,en
memories,Eng,23,en
hah,Eng,23,en
attention,Eng,23,en
dupa,Eng,23,en
durudu,Eng,23,en
tempo,Eng,23,en
nananananana,Eng,23,en
에헤,Exclamation,23,kr
갈매기,Noun,23,kr
뿌리,Noun,23,kr
편,Noun,23,kr
빗방울,Noun,23,kr
주네,Noun,23,kr
황혼,Noun,23,kr
철새,Noun,23,kr
돌담,Noun,23,kr
월,Noun,23,kr
꼴,Noun,23,kr
려고,Noun,23,kr
지옥,Noun,23,kr
길가,Noun,23,kr
여름밤,Noun,23,kr
댄스,Noun,23,kr
여,Noun,23,kr
스물,Noun,23,kr
구석,Noun,23,kr
랄랄랄,Noun,23,kr
낭만,Noun,23,kr
눈속,Noun,23,kr
백,Noun,23,kr
질문,Noun,23,kr
패,Noun,23,kr
웃어요,Noun,23,kr
모나리자,Noun,23,kr
찾기,Noun,23,kr
기준,Noun,23,kr
확인,Noun,23,kr
거나,Noun,23,kr
거래,Noun,23,kr
걔,Noun,23,kr
대,Suffix,23,kr
흐려지다,Verb,23,kr
가시다,Verb,23,kr
끌다,Verb,23,kr
눈물나다,Verb,23,kr
차가워지다,Verb,23,kr
해달라다,Verb,23,kr
미루다,Verb,23,kr
건드리다,Verb,23,kr
저리다,Adjective,22,kr
간지럽다,Adjective,22,kr
파랗다,Adjective,22,kr
낡다,Adjective,22,kr
심하다,Adjective,22,kr
멀쩡하다,Adjective,22,kr
남몰래,Adverb,22,kr
누군지,Adverb,22,kr
물론,Adverb,22,kr
burn,Eng,22,en
before,Eng,22,en
rise,Eng,22,en
microphone,Eng,22,en
chance,Eng,22,en
straight,Eng,22,en
van,Eng,22,en
fallin,Eng,22,en
diggy,Eng,22,en
speak,Eng,22,en
latata,Eng,22,en
nineteens,Eng,22,en
엉,Exclamation,22,kr
만으로도,Josa,22,kr
기전,Noun,22,kr
하늘만,Noun,22,kr
마을,Noun,22,kr
벗,Noun,22,kr
소릴,Noun,22,kr
치면,Noun,22,kr
기약,Noun,22,kr
찻잔,Noun,22,kr
사고,Noun,22,kr
바람따라,Noun,22,kr
숱,Noun,22,kr
어둔,Noun,22,kr
나래,Noun,22,kr
버스,Noun,22,kr
바퀴,Noun,22,kr
적도,Noun,22,kr
미로,Noun,22,kr
발견,Noun,22,kr
색,Noun,22,kr
방안,Noun,22,kr
왼쪽,Noun,22,kr
부신,Noun,22,kr
덜,Noun,22,kr
십년,Noun,22,kr
예이예,Noun,22,kr
베개,Noun,22,kr
엉덩이,Noun,22,kr
곡,Noun,22,kr
핸드폰,Noun,22,kr
고고,Noun,22,kr
인디언,Noun,22,kr
외톨이야,Noun,22,kr
막걸리,Noun,22,kr
빙수,Noun,22,kr
만,Suffix,22,kr
아물다,Verb,22,kr
망치다,Verb,22,kr
보채다,Verb,22,kr
도망치다,Verb,22,kr
무정하다,Adjective,21,kr
한심하다,Adjective,21,kr
배고프다,Adjective,21,kr
가난하다,Adjective,21,kr
유치하다,Adjective,21,kr
따분하다,Adjective,21,kr
빙글빙글,Adverb,21,kr
드디어,Adverb,21,kr
울컥,Adverb,21,kr
city,Eng,21,en
cmon,Eng,21,en
funny,Eng,21,en
yours,Eng,21,en
same,Eng,21,en
youll,Eng,21,en
cowboy,Eng,21,en
se,Eng,21,en
heartbeat,Eng,21,en
fancy,Eng,21,en
maker,Eng,21,en
lovey,Eng,21,en
cheer,Eng,21,en
london,Eng,21,en
millions,Eng,21,en
반,Modifier,21,kr
마도,Noun,21,kr
종소리,Noun,21,kr
고가,Noun,21,kr
신사,Noun,21,kr
자식,Noun,21,kr
떼,Noun,21,kr
어데,Noun,21,kr
아리랑,Noun,21,kr
흐,Noun,21,kr
정다운,Noun,21,kr
갑,Noun,21,kr
강산,Noun,21,kr
근심,Noun,21,kr
단둘,Noun,21,kr
무작정,Noun,21,kr
함,Noun,21,kr
운,Noun,21,kr
시인,Noun,21,kr
닐,Noun,21,kr
바닥,Noun,21,kr
이틀,Noun,21,kr
집시,Noun,21,kr
우리둘,Noun,21,kr
방랑자,Noun,21,kr
적신,Noun,21,kr
들판,Noun,21,kr
신,Noun,21,kr
빙,Noun,21,kr
마찬가지,Noun,21,kr
부시,Noun,21,kr
풍경,Noun,21,kr
당황,Noun,21,kr
번은,Noun,21,kr
지구,Noun,21,kr
머릴,Noun,21,kr
넷,Noun,21,kr
회색,Noun,21,kr
낯,Noun,21,kr
소설,Noun,21,kr
올해,Noun,21,kr
상속,Noun,21,kr
살기,Noun,21,kr
함성,Noun,21,kr
대해,Noun,21,kr
싸움,Noun,21,kr
너뿐이,Noun,21,kr
나일,Noun,21,kr
사바,Noun,21,kr
일부러,Noun,21,kr
푹,Noun,21,kr
차려,Noun,21,kr
인걸,Noun,21,kr
별일,Noun,21,kr
묶다,Verb,21,kr
휘날리다,Verb,21,kr
찢다,Verb,21,kr
설다,Verb,21,kr
더디다,Verb,21,kr
사귀다,Verb,21,kr
흥겹다,Adjective,20,kr
꼬이다,Adjective,20,kr
딱하다,Adjective,20,kr
불편하다,Adjective,20,kr
맛있다,Adjective,20,kr
놀래다,Adjective,20,kr
어김없이,Adverb,20,kr
ymca,Eng,20,en
hes,Eng,20,en
word,Eng,20,en
matter,Eng,20,en
monster,Eng,20,en
stand,Eng,20,en
tight,Eng,20,en
hop,Eng,20,en
tiger,Eng,20,en
twinkle,Eng,20,en
deep,Eng,20,en
five,Eng,20,en
bravo,Eng,20,en
secret,Eng,20,en
daddy,Eng,20,en
genie,Eng,20,en
dangerous,Eng,20,en
rocka,Eng,20,en
moment,Eng,20,en
madonna,Eng,20,en
poison,Eng,20,en
dali,Eng,20,en
savage,Eng,20,en
fragile,Eng,20,en
antifragile,Eng,20,en
으로는,Josa,20,kr
원,Modifier,20,kr
긴긴,Modifier,20,kr
삼,Modifier,20,kr
내,Modifier,20,kr
똑똑,Noun,20,kr
차지,Noun,20,kr
바람결,Noun,20,kr
물이,Noun,20,kr
인기,Noun,20,kr
애기,Noun,20,kr
앗,Noun,20,kr
시대,Noun,20,kr
하라,Noun,20,kr
보석,Noun,20,kr
물든,Noun,20,kr
괜시리,Noun,20,kr
가방,Noun,20,kr
자랑,Noun,20,kr
투정,Noun,20,kr
모자,Noun,20,kr
물레,Noun,20,kr
아이야,Noun,20,kr
남지,Noun,20,kr
청,Noun,20,kr
얼마만큼,Noun,20,kr
응,Noun,20,kr
스레,Noun,20,kr
데리,Noun,20,kr
여보,Noun,20,kr
일찍,Noun,20,kr
한적,Noun,20,kr
움직,Noun,20,kr
주변,Noun,20,kr
노랜,Noun,20,kr
이불,Noun,20,kr
각자,Noun,20,kr
이란,Noun,20,kr
슈,Noun,20,kr
꽤,Noun,20,kr
자신감,Noun,20,kr
목소릴,Noun,20,kr
장면,Noun,20,kr
이제껏,Noun,20,kr
가족,Noun,20,kr
려,Noun,20,kr
거부,Noun,20,kr
붐,Noun,20,kr
가짜,Noun,20,kr
어쩌겠어,Noun,20,kr
산소,Noun,20,kr
째깍,Noun,20,kr
베베,Noun,20,kr
파이팅,Noun,20,kr
서럽다,Verb,20,kr
저러다,Verb,20,kr
스미다,Verb,20,kr
서성거리다,Verb,20,kr
머무르다,Verb,20,kr
앞서다,Verb,20,kr
용다,Verb,20,kr
맞서다,Verb,20,kr
얄밉다,Adjective,19,kr
힘차다,Adjective,19,kr
따갑다,Adjective,19,kr
사뿐하다,Adjective,19,kr
허탈하다,Adjective,19,kr
춥다,Adjective,19,kr
정신차리다,Adjective,19,kr
평범하다,Adjective,19,kr
애매하다,Adjective,19,kr
순진하다,Adjective,19,kr
start,Eng,19,en
mo,Eng,19,en
ive,Eng,19,en
sure,Eng,19,en
block,Eng,19,en
pray,Eng,19,en
until,Eng,19,en
mc,Eng,19,en
arm,Eng,19,en
scream,Eng,19,en
kill,Eng,19,en
breathe,Eng,19,en
stupid,Eng,19,en
roly,Eng,19,en
picasso,Eng,19,en
bae,Eng,19,en
ohohohoh,Eng,19,en
여보세요,Exclamation,19,kr
라네,Josa,19,kr
처럼만,Josa,19,kr
온,Modifier,19,kr
그깟,Modifier,19,kr
호,Noun,19,kr
몸부림,Noun,19,kr
그린,Noun,19,kr
기차,Noun,19,kr
시집,Noun,19,kr
저런,Noun,19,kr
넥타이,Noun,19,kr
나뭇잎,Noun,19,kr
잎새,Noun,19,kr
형제,Noun,19,kr
앞길,Noun,19,kr
무척,Noun,19,kr
햇빛,Noun,19,kr
오라,Noun,19,kr
룰,Noun,19,kr
옷깃,Noun,19,kr
쇼,Noun,19,kr
끌,Noun,19,kr
정주,Noun,19,kr
의자,Noun,19,kr
서성,Noun,19,kr
침,Noun,19,kr
어기,Noun,19,kr
놀란,Noun,19,kr
지기,Noun,19,kr
소린,Noun,19,kr
화분,Noun,19,kr
바삐,Noun,19,kr
무렵,Noun,19,kr
보통,Noun,19,kr
비로소,Noun,19,kr
입장,Noun,19,kr
매너,Noun,19,kr
도저히,Noun,19,kr
자극,Noun,19,kr
바랬어,Noun,19,kr
토,Noun,19,kr
묘,Noun,19,kr
빼,Noun,19,kr
혼잣말,Noun,19,kr
빵,Noun,19,kr
어루만지다,Verb,19,kr
헤아리다,Verb,19,kr
잠자다,Verb,19,kr
몰아치다,Verb,19,kr
떠다니다,Verb,19,kr
물러서다,Verb,19,kr
아른거리다,Verb,19,kr
당기다,Verb,19,kr
졸리다,Verb,19,kr
믿어지다,Verb,19,kr
데려오다,Verb,19,kr
외우다,Verb,19,kr
구기다,Verb,19,kr
끼우다,Verb,19,kr
내뱉다,Verb,19,kr
잔잔하다,Adjective,18,kr
애틋하다,Adjective,18,kr
멍하다,Adjective,18,kr
우습다,Adjective,18,kr
숨막히다,Adjective,18,kr
구차하다,Adjective,18,kr
적어도,Adverb,18,kr
룰루랄라,Adverb,18,kr
woman,Eng,18,en
le,Eng,18,en
would,Eng,18,en
grind,Eng,18,en
hard,Eng,18,en
ask,Eng,18,en
help,Eng,18,en
faster,Eng,18,en
low,Eng,18,en
catch,Eng,18,en
friday,Eng,18,en
bomb,Eng,18,en
fu,Eng,18,en
danger,Eng,18,en
ch,Eng,18,en
electric,Eng,18,en
hush,Eng,18,en
nananana,Eng,18,en
anpanman,Eng,18,en
와,Exclamation,18,kr
는야,Josa,18,kr
스런,Josa,18,kr
으로도,Josa,18,kr
동,Modifier,18,kr
약,Modifier,18,kr
본,Modifier,18,kr
수평선,Noun,18,kr
총각,Noun,18,kr
돌리지,Noun,18,kr
처녀,Noun,18,kr
곤,Noun,18,kr
풀,Noun,18,kr
마음껏,Noun,18,kr
찻집,Noun,18,kr
벤치,Noun,18,kr
어려움,Noun,18,kr
딩동댕,Noun,18,kr
손목,Noun,18,kr
우,Noun,18,kr
일일,Noun,18,kr
싸이,Noun,18,kr
쌓이네,Noun,18,kr
설마,Noun,18,kr
실망,Noun,18,kr
한편,Noun,18,kr
길목,Noun,18,kr
자연,Noun,18,kr
해지,Noun,18,kr
취하,Noun,18,kr
천년,Noun,18,kr
술래,Noun,18,kr
소개,Noun,18,kr
열정,Noun,18,kr
볼때,Noun,18,kr
상큼,Noun,18,kr
밀고,Noun,18,kr
톡,Noun,18,kr
로라,Noun,18,kr
가치,Noun,18,kr
주말,Noun,18,kr
갈라,Noun,18,kr
남자친구,Noun,18,kr
거절,Noun,18,kr
상황,Noun,18,kr
사치,Noun,18,kr
롤,Noun,18,kr
반대,Noun,18,kr
볼륨,Noun,18,kr
꼭꼭,Noun,18,kr
답지,Noun,18,kr
라리,Noun,18,kr
에너지,Noun,18,kr
연결고리,Noun,18,kr
악,Noun,18,kr
잔뜩,Noun,18,kr
겁쟁이,Noun,18,kr
외톨이,Noun,18,kr
중독,Noun,18,kr
만점,Noun,18,kr
훗,Noun,18,kr
저격,Noun,18,kr
뚫다,Verb,18,kr
걷히다,Verb,18,kr
빼앗기다,Verb,18,kr
전해지다,Verb,18,kr
찾아내다,Verb,18,kr
놔두다,Verb,18,kr
찢기다,Verb,18,kr
급하다,Adjective,17,kr
황홀하다,Adjective,17,kr
끊임없다,Adjective,17,kr
속상하다,Adjective,17,kr
가녀리다,Adjective,17,kr
서투르다,Adjective,17,kr
으,Adverb,17,kr
그렇다고,Conjunction,17,kr
rhythm,Eng,17,en
clean,Eng,17,en
drunken,Eng,17,en
bump,Eng,17,en
rap,Eng,17,en
crush,Eng,17,en
tear,Eng,17,en
someday,Eng,17,en
sleep,Eng,17,en
raise,Eng,17,en
though,Eng,17,en
queen,Eng,17,en
ur,Eng,17,en
higher,Eng,17,en
cha,Eng,17,en
fun,Eng,17,en
energy,Eng,17,en
insomnia,Eng,17,en
hurricane,Eng,17,en
tok,Eng,17,en
chocolate,Eng,17,en
swag,Eng,17,en
okey,Eng,17,en
dokey,Eng,17,en
pink,Eng,17,en
hour,Eng,17,en
까지라도,Josa,17,kr
에라도,Josa,17,kr
와는,Josa,17,kr
솔,Noun,17,kr
밤길,Noun,17,kr
부산,Noun,17,kr
사라,Noun,17,kr
부모,Noun,17,kr
구경,Noun,17,kr
몸매,Noun,17,kr
무심코,Noun,17,kr
일생,Noun,17,kr
음성,Noun,17,kr
주리,Noun,17,kr
그누,Noun,17,kr
호수,Noun,17,kr
늑대,Noun,17,kr
동전,Noun,17,kr
눈꽃,Noun,17,kr
손뼉,Noun,17,kr
눈망울,Noun,17,kr
근대,Noun,17,kr
혼,Noun,17,kr
보나,Noun,17,kr
작,Noun,17,kr
젊은이,Noun,17,kr
관계,Noun,17,kr
아이스크림,Noun,17,kr
마는,Noun,17,kr
게로,Noun,17,kr
해답,Noun,17,kr
더욱더,Noun,17,kr
체온,Noun,17,kr
설,Noun,17,kr
본적,Noun,17,kr
분홍,Noun,17,kr
길거리,Noun,17,kr
한다해,Noun,17,kr
러브,Noun,17,kr
아파해,Noun,17,kr
꾹,Noun,17,kr
한구석,Noun,17,kr
능력,Noun,17,kr
화살,Noun,17,kr
놀,Noun,17,kr
슈퍼맨,Noun,17,kr
지갑,Noun,17,kr
꿍,Noun,17,kr
신촌,Noun,17,kr
기운,Noun,17,kr
셀,Noun,17,kr
여우,Noun,17,kr
감옥,Noun,17,kr
나땜,Noun,17,kr
자격,Noun,17,kr
감동,Noun,17,kr
말걸,Noun,17,kr
꼼짝,Noun,17,kr
연예인,Noun,17,kr
귀순,Noun,17,kr
큰일,Noun,17,kr
결말,Noun,17,kr
강남스타일,Noun,17,kr
뿜뿜,Noun,17,kr
퍼,PreEomi,17,kr
쌓다,Verb,17,kr
메우다,Verb,17,kr
길어지다,Verb,17,kr
늙다,Verb,17,kr
붙들다,Verb,17,kr
붙이다,Verb,17,kr
주고받다,Verb,17,kr
사로자다,Verb,17,kr
떨치다,Verb,17,kr
비틀대다,Verb,17,kr
째다,Verb,17,kr
갚다,Verb,17,kr
나란하다,Adjective,16,kr
캄캄하다,Adjective,16,kr
창백하다,Adjective,16,kr
재미있다,Adjective,16,kr
진정하다,Adjective,16,kr
마지못하다,Adjective,16,kr
뿌옇다,Adjective,16,kr
멍청하다,Adjective,16,kr
남김없이,Adverb,16,kr
정신없이,Adverb,16,kr
되게,Adverb,16,kr
그런대로,Adverb,16,kr
그러다가,Conjunction,16,kr
peace,Eng,16,en
bow,Eng,16,en
different,Eng,16,en
upon,Eng,16,en
mad,Eng,16,en
korea,Eng,16,en
sunshine,Eng,16,en
cash,Eng,16,en
roof,Eng,16,en
hurry,Eng,16,en
youd,Eng,16,en
superstar,Eng,16,en
hoi,Eng,16,en
wing,Eng,16,en
whatta,Eng,16,en
dive,Eng,16,en
nonstop,Eng,16,en
랑은,Josa,16,kr
니깐,Josa,16,kr
에로,Josa,16,kr
사장,Noun,16,kr
제비,Noun,16,kr
실,Noun,16,kr
물새,Noun,16,kr
석양,Noun,16,kr
설움,Noun,16,kr
정처,Noun,16,kr
고양이,Noun,16,kr
주름,Noun,16,kr
이나,Noun,16,kr
비틀비틀,Noun,16,kr
미스터,Noun,16,kr
윙크,Noun,16,kr
인지,Noun,16,kr
웨딩드레스,Noun,16,kr
달님,Noun,16,kr
헬로,Noun,16,kr
흙,Noun,16,kr
얄,Noun,16,kr
냇물,Noun,16,kr
리오,Noun,16,kr
인간,Noun,16,kr
뱅뱅,Noun,16,kr
축하,Noun,16,kr
날수,Noun,16,kr
아베마리아,Noun,16,kr
무게,Noun,16,kr
구속,Noun,16,kr
마침내,Noun,16,kr
건배,Noun,16,kr
스잔,Noun,16,kr
맴,Noun,16,kr
쉿,Noun,16,kr
통화,Noun,16,kr
쥴리엣,Noun,16,kr
한바탕,Noun,16,kr
세번,Noun,16,kr
도전,Noun,16,kr
겨,Noun,16,kr
콧대,Noun,16,kr
오예,Noun,16,kr
외모,Noun,16,kr
배신,Noun,16,kr
편이,Noun,16,kr
떡,Noun,16,kr
전율,Noun,16,kr
튕겨,Noun,16,kr
말세,Noun,16,kr
두번째,Noun,16,kr
바란,Noun,16,kr
땡땡,Noun,16,kr
말리,Noun,16,kr
아보,Noun,16,kr
놨다,Noun,16,kr
과분,Noun,16,kr
평소,Noun,16,kr
가든,Noun,16,kr
긴장,Noun,16,kr
쭈쭈쭈,Noun,16,kr
투성이,Noun,16,kr
아저씨,Noun,16,kr
답장,Noun,16,kr
캔디,Noun,16,kr
에이,Noun,16,kr
덤디덤디,Noun,16,kr
뿌리치다,Verb,16,kr
매다,Verb,16,kr
삼다,Verb,16,kr
깔다,Verb,16,kr
가누다,Verb,16,kr
깨닫다,Verb,16,kr
튀다,Verb,16,kr
땡기다,Verb,16,kr
시끄럽다,Adjective,15,kr
쓰라리다,Adjective,15,kr
자랑스럽다,Adjective,15,kr
심각하다,Adjective,15,kr
무덥다,Adjective,15,kr
촌스럽다,Adjective,15,kr
안쓰럽다,Adjective,15,kr
적당하다,Adjective,15,kr
당하다,Adjective,15,kr
후회되다,Adjective,15,kr
그러니까,Adverb,15,kr
열심히,Adverb,15,kr
fool,Eng,15,en
an,Eng,15,en
taste,Eng,15,en
under,Eng,15,en
rule,Eng,15,en
uptown,Eng,15,en
whole,Eng,15,en
trust,Eng,15,en
wonderful,Eng,15,en
brand,Eng,15,en
tickin,Eng,15,en
sign,Eng,15,en
umm,Eng,15,en
venus,Eng,15,en
circus,Eng,15,en
ratatata,Eng,15,en
hater,Eng,15,en
bag,Eng,15,en
ehoh,Eng,15,en
nude,Eng,15,en
christian,Eng,15,en
밖에는,Josa,15,kr
만큼이나,Josa,15,kr
라니까,Josa,15,kr
연,Modifier,15,kr
작,Modifier,15,kr
뭔,Modifier,15,kr
항구,Noun,15,kr
보리,Noun,15,kr
고간,Noun,15,kr
딸,Noun,15,kr
흐느끼,Noun,15,kr
아홉,Noun,15,kr
비둘기,Noun,15,kr
부풀,Noun,15,kr
무어,Noun,15,kr
오시,Noun,15,kr
금,Noun,15,kr
잔치,Noun,15,kr
그리네,Noun,15,kr
어쩐지,Noun,15,kr
보름달,Noun,15,kr
회상,Noun,15,kr
새우,Noun,15,kr
머리카락,Noun,15,kr
호흡,Noun,15,kr
네온,Noun,15,kr
옥,Noun,15,kr
리얄,Noun,15,kr
광,Noun,15,kr
비틀,Noun,15,kr
꼬리,Noun,15,kr
서도,Noun,15,kr
동화,Noun,15,kr
단발머리,Noun,15,kr
갈색,Noun,15,kr
계획,Noun,15,kr
고등어,Noun,15,kr
사탕,Noun,15,kr
헤헤,Noun,15,kr
방금,Noun,15,kr
은근,Noun,15,kr
갈바람,Noun,15,kr
밀면,Noun,15,kr
마르지,Noun,15,kr
깜깜,Noun,15,kr
일곱,Noun,15,kr
변,Noun,15,kr
코뿔소,Noun,15,kr
묶인,Noun,15,kr
의지,Noun,15,kr
위선,Noun,15,kr
여자친구,Noun,15,kr
미처,Noun,15,kr
린,Noun,15,kr
서랍,Noun,15,kr
간섭,Noun,15,kr
젤,Noun,15,kr
채운,Noun,15,kr
깨달,Noun,15,kr
말론,Noun,15,kr
노예,Noun,15,kr
나은,Noun,15,kr
태도,Noun,15,kr
이자,Noun,15,kr
구원,Noun,15,kr
첨,Noun,15,kr
보나마나,Noun,15,kr
덕,Noun,15,kr
미안,Noun,15,kr
발목,Noun,15,kr
칼,Noun,15,kr
대란,Noun,15,kr
뭣,Noun,15,kr
내기,Noun,15,kr
도로,Noun,15,kr
고장,Noun,15,kr
라따,Noun,15,kr
칸,Noun,15,kr
구멍,Noun,15,kr
라차,Noun,15,kr
엔딩,Noun,15,kr
초도,Noun,15,kr
아틸,Noun,15,kr
춥다,Noun,15,kr
딩가딩,Noun,15,kr
돋다,Verb,15,kr
낳다,Verb,15,kr
잘살다,Verb,15,kr
조르다,Verb,15,kr
딛다,Verb,15,kr
깨어지다,Verb,15,kr
끊기다,Verb,15,kr
흘러나오다,Verb,15,kr
줍다,Verb,15,kr
빼앗다,Verb,15,kr
갈라지다,Verb,15,kr
싸다,Verb,15,kr
물러나다,Verb,15,kr
둘러싸다,Verb,15,kr
소리내다,Verb,15,kr
짙어지다,Verb,15,kr
묶이다,Verb,15,kr
새까맣다,Adjective,14,kr
싱그럽다,Adjective,14,kr
옳다,Adjective,14,kr
담담하다,Adjective,14,kr
비슷하다,Adjective,14,kr
삐지다,Adjective,14,kr
아찔하다,Adjective,14,kr
놀랍다,Adjective,14,kr
차분하다,Adjective,14,kr
막막하다,Adjective,14,kr
값지다,Adjective,14,kr
도도하다,Adjective,14,kr
오로지,Adverb,14,kr
첨,Adverb,14,kr
이러니,Conjunction,14,kr
youve,Eng,14,en
fast,Eng,14,en
first,Eng,14,en
season,Eng,14,en
perfect,Eng,14,en
other,Eng,14,en
bet,Eng,14,en
anything,Eng,14,en
team,Eng,14,en
raggae,Eng,14,en
grow,Eng,14,en
such,Eng,14,en
teddy,Eng,14,en
faith,Eng,14,en
f,Eng,14,en
youth,Eng,14,en
week,Eng,14,en
afraid,Eng,14,en
